,Topic,Count,Name,Representation,Representative_Docs
182,181,12,181_holocaust_camps_spielbergs_unreleased,"['holocaust', 'camps', 'spielbergs', 'unreleased', 'auschwitz', 'jerry', 'spielberg', 'lewis', 'clown', 'shower']","[""This film bothers me and not because of its subject matter, but because of its treatment of it.When making a film about the Holocaust, everything you do is fraught with danger. One could even argue that visualizing the Holocaust in a work of fiction is something that shouldn't be attempted as such inhuman suffering and mindless slaughter should be dealt with in reality, not in the realms of fiction.If you approach Spielberg's film as such, there is a…"", ""100Schindler's Listis often hypocritical. It tugs at the heartstrings while stripping its formal mechanics of sentiment. It portrays the truth of history while often succumbing to cheap suspense tactics (the shower scene). It provides a snapshot of the industrialized functions of the holocaust while rarely moving beyond the story at hand, which would be fine if it didn't sway into broader digressions. Spielberg's pride in making it, and deciding *this* story is the one to tell has always…"", 'Holocaust Denial“Had I known the actual horrors of the German concentration camps, I could not have made ‘The Great Dictator;’ I could not have made fun of the homicidal insanity of the Nazis.”- Charlie Chaplin.“You will never see it, no one will ever see it, because I am embarrassed at the poor work.”- Jerry Lewis, referring to his unfinished and unreleased “The Day the Clown Cried.”“A crazy film that even attempted to find comedy in…']"
183,182,12,182_legally_obligated_255victoria_hime,"['legally', 'obligated', '255victoria', 'hime', 'rating', 'pedretti', 'online', 'boyfriend', 'queen', '55']","['i’m legally obligated to give this a good rating because i’m a man', 'i’m legally obligated to give this a good rating because i’m a man', 'i’m legally obligated to give this a good rating because i’m a man']"
184,183,12,183_flanagan_mike_ep_episode,"['flanagan', 'mike', 'ep', 'episode', 'televisionhereditaryfor', 'prepping', 'situationi', 'sixthis', 'congratulations', 'toptier']","['mike flanagan prepping for episode six:this is not gonna be something they will have fucking made, this will be some professional like... this shit will be in different areas, what the fuck', ""Goodness, let me begin with Mike Flanagan's great use of camera work (specially ep. 6). You can't help but feel like you're a part of the show and you're just stuck in the middle of what's going on. I almost felt like I was in the way of the whole situation.I also loved the way Flanagan transitions from different tones to represent the past and present. While doing that, he uses these old horror tactics, along with some new…"", ""Goodness, let me begin with Mike Flanagan's great use of camera work (specially ep. 6). You can't help but feel like you're a part of the show and you're just stuck in the middle of what's going on. I almost felt like I was in the way of the whole situation.I also loved the way Flanagan transitions from different tones to represent the past and present. While doing that, he uses these old horror tactics, along with some new…""]"
185,184,12,184_trou_le_prison_escape,"['trou', 'le', 'prison', 'escape', 'imprisonment', 'beckers', 'escaped', 'becker', 'jacques', 'violation']","['Perpetuating vehement authenticity and ingenuity in its structure, Becker\'s film frames the stark conditions of prison life and all the absconding aspects related to that in a meticulous way evincing the threat on the horizon. Utilizing its non-actors and balancing the expressive humanism, ""Le Trou"" ruminates itself as a testament to human spirit and unity existing in a clime of subjugation and moral uncertainty- in all honesty, this seems like a remarkable two-hour lesson in prison escape... highly recommended for inmates.', 'During WWII, a French lieutenant is taken by the Germans after blowing up a strategic bridge. When his first attempt to escape fails, he\'s taken into prison where he awaits for a death sentence. Though he attempts to make another escape.So here\'s a small recommendation for everyone who might think about it, DO NOT WATCH ""LE TROU"" BEFORE THIS MOVIE. Yeah, accidentally I had the Becker\'s movie under this film\'s name and instead of looking for the right flick,…', 'Le Trou is an absolutely captivating prison escape-a-thon, based on the daring events that took place at La Santé Prison. With performances that are subtle and not at all showy like many other similar films in the genre, Le Trou is all about the planning and execution of the escape.While this is not exactly action-packed, the level of detail, suspense and intrigue during the setup of the main event is intense indeed. With no musical score, the rhythm of…']"
186,185,12,185_worm_duty_bigger_jury,"['worm', 'duty', 'bigger', 'jury', 'unrealistic', 'checks', 'piss', 'corrupt', 'standard', 'notes']","[""There's always a bigger *checks notes* worm. There's always a bigger worm."", ""There's always a bigger *checks notes* worm. There's always a bigger worm."", ""There's always a bigger *checks notes* worm. There's always a bigger worm.""]"
187,186,12,186_trilogy_gifts_crowning_wonders,"['trilogy', 'gifts', 'crowning', 'wonders', 'unfathomable', 'tools', 'shower', 'precious', 'epic', 'anderson']","[""This is the best of the three films and is widely regarded as one of the great crowning achievements in fantasy and epic filmmaking. The most perfect trilogy ever made in film history. A masterpiece trilogy that continues to shower you with wonders like precious gifts. Such a brilliant use of special effects tools, such a pure spectacle that can be enjoyed from beginning to end. The filmmakers' desire to depict fantastic events of unfathomable scale and power, as well…"", ""This is the best of the three films and is widely regarded as one of the great crowning achievements in fantasy and epic filmmaking. The most perfect trilogy ever made in film history. A masterpiece trilogy that continues to shower you with wonders like precious gifts. Such a brilliant use of special effects tools, such a pure spectacle that can be enjoyed from beginning to end. The filmmakers' desire to depict fantastic events of unfathomable scale and power, as well…"", ""This is the best of the three films and is widely regarded as one of the great crowning achievements in fantasy and epic filmmaking. The most perfect trilogy ever made in film history. A masterpiece trilogy that continues to shower you with wonders like precious gifts. Such a brilliant use of special effects tools, such a pure spectacle that can be enjoyed from beginning to end. The filmmakers' desire to depict fantastic events of unfathomable scale and power, as well…""]"
188,187,12,187_italian_sicilian_italians_refuse,"['italian', 'sicilian', 'italians', 'refuse', 'request', 'sicilians', 'moonstruck', 'fuckingdamnit', 'inarticulate', 'crimedon']","['i love it. maybe i’m a middle aged italian man at heart', ""don: a sicilian cannot refuse a request on the day of their daughter's weddingcops: i request you stop all the crimedon: god fuckingdamnit"", 'This may not be your ordinary family, but they provide enough thrills, laughs, and yes heart, that this sorely needed beacon of hope is exactly what we need right now. The real ""offer we can\'t refuse"" is that we all deserve empathy and kindness, which may be the most ""Sicilian"" message of all in these times.']"
189,188,11,188_marlon_brando_luca_obliterating,"['marlon', 'brando', 'luca', 'obliterating', 'baron', 'harkonnen', 'teasing', 'inventing', 'napalm', 'spends']","['all that teasing of marlon brando to reveal he was baron harkonnen', 'I love the smell of marlon brando inventing acting through three seconds of screen time and literally obliterating every other actor ever in the morning. also, napalm', 'I love the smell of marlon brando inventing acting through three seconds of screen time and literally obliterating every other actor ever in the morning. also, napalm']"
190,189,11,189_fonda_guess_dislikes_disliked,"['fonda', 'guess', 'dislikes', 'disliked', 'like', 'movie', 'sick', 'gotta', 'trust', 'say']","[""guess you could say that I couldn't be any fonda of this film"", ""guess you could say that I couldn't be any fonda of this film"", ""guess you could say that I couldn't be any fonda of this film""]"
191,190,11,190_justicethis_allwwwyoutubecomwatchnomobile1vxmc1bgpq7js_listwhich_herethis,"['justicethis', 'allwwwyoutubecomwatchnomobile1vxmc1bgpq7js', 'listwhich', 'herethis', 'tread', 'eloquently', 'lightly', 'seeni', 'lend', 'scripted']","[""Recommended to me on my Lend me your Heart list(which can be found here)This is one of the most eloquently scripted, beautifully shot and emotionally haunting films I've ever seen.I will not say more as anything I say won't do it justice.This says it all:www.youtube.com/watch?nomobile=1&v=xmC1bGPq7Js( this scene is part of the film so tread lightly if you haven't seen it)"", ""Recommended to me on my Lend me your Heart list(which can be found here)This is one of the most eloquently scripted, beautifully shot and emotionally haunting films I've ever seen.I will not say more as anything I say won't do it justice.This says it all:www.youtube.com/watch?nomobile=1&v=xmC1bGPq7Js( this scene is part of the film so tread lightly if you haven't seen it)"", ""Recommended to me on my Lend me your Heart list(which can be found here)This is one of the most eloquently scripted, beautifully shot and emotionally haunting films I've ever seen.I will not say more as anything I say won't do it justice.This says it all:www.youtube.com/watch?nomobile=1&v=xmC1bGPq7Js( this scene is part of the film so tread lightly if you haven't seen it)""]"
192,191,11,191_marrying_sam_frodo_valinor,"['marrying', 'sam', 'frodo', 'valinor', 'tea', 'fucks', 'rosie', 'unrealistic', 'married', 'saga']","['ok but the real reason frodo fucks off to valinor is because sam married rosie instead of him and that’s the tea', 'ok but the real reason frodo fucks off to valinor is because sam married rosie instead of him and that’s the tea', 'ok but the real reason frodo fucks off to valinor is because sam married rosie instead of him and that’s the tea']"
